Checked,Protein FDR Confidence: Combined,Accession,Description,# Peptides,# PSMs,# Unique Peptides,Ensembl Gene ID,Gene Symbol,# Razor Peptides,Abundance Ratio: (PBS) / (NaCl),Abundance Ratio (log2): (PBS) / (NaCl),Abundance Ratio P-Value: (PBS) / (NaCl),Abundance Ratio Adj. P-Value: (PBS) / (NaCl),Abundance Ratio Variability [%]: (PBS) / (NaCl),Abundance Ratio Weight: (PBS) / (NaCl),Abundances (Grouped): NaCl,Abundances (Grouped): PBS,Abundances (Grouped) CV [%]: NaCl,Abundances (Grouped) CV [%]: PBS,Abundances (Grouped) Count: NaCl,Abundances (Grouped) Count: PBS,"Abundances (Scaled): F25: Sample, NaCl","Abundances (Scaled): F26: Sample, NaCl","Abundances (Scaled): F27: Sample, NaCl","Abundances (Scaled): F28: Sample, NaCl","Abundances (Scaled): F29: Sample, NaCl","Abundances (Scaled): F30: Sample, NaCl","Abundances (Scaled): F31: Sample, NaCl","Abundances (Scaled): F32: Sample, NaCl","Abundances (Scaled): F17: Sample, PBS","Abundances (Scaled): F18: Sample, PBS","Abundances (Scaled): F19: Sample, PBS","Abundances (Scaled): F20: Sample, PBS","Abundances (Scaled): F21: Sample, PBS","Abundances (Scaled): F22: Sample, PBS","Abundances (Scaled): F23: Sample, PBS","Abundances (Scaled): F24: Sample, PBS","Abundances (Normalized): F25: Sample, NaCl","Abundances (Normalized): F26: Sample, NaCl","Abundances (Normalized): F27: Sample, NaCl","Abundances (Normalized): F28: Sample, NaCl","Abundances (Normalized): F29: Sample, NaCl","Abundances (Normalized): F30: Sample, NaCl","Abundances (Normalized): F31: Sample, NaCl","Abundances (Normalized): F32: Sample, NaCl","Abundances (Normalized): F17: Sample, PBS","Abundances (Normalized): F18: Sample, PBS","Abundances (Normalized): F19: Sample, PBS","Abundances (Normalized): F20: Sample, PBS","Abundances (Normalized): F21: Sample, PBS","Abundances (Normalized): F22: Sample, PBS","Abundances (Normalized): F23: Sample, PBS","Abundances (Normalized): F24: Sample, PBS","Abundance: F25: Sample, NaCl","Abundance: F26: Sample, NaCl","Abundance: F27: Sample, NaCl","Abundance: F28: Sample, NaCl","Abundance: F29: Sample, NaCl","Abundance: F30: Sample, NaCl","Abundance: F31: Sample, NaCl","Abundance: F32: Sample, NaCl","Abundance: F17: Sample, PBS","Abundance: F18: Sample, PBS","Abundance: F19: Sample, PBS","Abundance: F20: Sample, PBS","Abundance: F21: Sample, PBS","Abundance: F22: Sample, PBS","Abundance: F23: Sample, PBS","Abundance: F24: Sample, PBS","Abundances Count: F25: Sample, NaCl","Abundances Count: F26: Sample, NaCl","Abundances Count: F27: Sample, NaCl","Abundances Count: F28: Sample, NaCl","Abundances Count: F29: Sample, NaCl","Abundances Count: F30: Sample, NaCl","Abundances Count: F31: Sample, NaCl","Abundances Count: F32: Sample, NaCl","Abundances Count: F17: Sample, PBS","Abundances Count: F18: Sample, PBS","Abundances Count: F19: Sample, PBS","Abundances Count: F20: Sample, PBS","Abundances Count: F21: Sample, PBS","Abundances Count: F22: Sample, PBS","Abundances Count: F23: Sample, PBS","Abundances Count: F24: Sample, PBS","Found in Sample: [S25] F25: Sample, NaCl","Found in Sample: [S26] F26: Sample, NaCl","Found in Sample: [S27] F27: Sample, NaCl","Found in Sample: [S28] F28: Sample, NaCl","Found in Sample: [S29] F29: Sample, NaCl","Found in Sample: [S30] F30: Sample, NaCl","Found in Sample: [S31] F31: Sample, NaCl","Found in Sample: [S32] F32: Sample, NaCl","Found in Sample: [S17] F17: Sample, PBS","Found in Sample: [S18] F18: Sample, PBS","Found in Sample: [S19] F19: Sample, PBS","Found in Sample: [S20] F20: Sample, PBS","Found in Sample: [S21] F21: Sample, PBS","Found in Sample: [S22] F22: Sample, PBS","Found in Sample: [S23] F23: Sample, PBS","Found in Sample: [S24] F24: Sample, PBS"
FALSE,High,Q9VHN7,LP07963p OS=Drosophila melanogaster OX=7227 GN=anon-WO0118547.344 PE=1 SV=3,38,535,37,FBgn0037607,CG8036,1,0.924,-0.11,0.497105147,0.778678609,45.07,30.64379702,104.3,95.7,3.96,4.13,8,8,104.1,103.2,106.5,108.4,97,99.1,101.3,107.6,96.1,95.7,102.9,102.8,93.6,93.6,94.7,93.3,1490852878,1478644821,1525277246,1552728370,1389276882,1418673040,1450707314,1541803892,1376881626,1370448740,1473153589,1472963452,1340546623,1340408689,1356654071,1336870250,710501100.4,707591067.8,1426868919,1489506481,1207594969,1418673040,927743144.5,551808069.4,563099644,602042083,636831716.7,723949169,756229055.1,779341424.1,521052085.4,553455165.4,34,34,34,35,41,40,33,33,37,37,31,32,27,26,35,34,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High
FALSE,Medium,Q9VU36,LP04985p OS=Drosophila melanogaster OX=7227 GN=mRpL20 PE=1 SV=1,1,1,1,FBgn0036335,mRpL20,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,High,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found
FALSE,High,Q9VDW9,LP03867p OS=Drosophila melanogaster OX=7227 GN=Dmel\CG3517 PE=2 SV=1,27,424,27,FBgn0038706,CG3517,0,1.427,0.51,0.177436214,0.404618413,91.18,30.71762101,108.7,91.3,6.86,13.74,8,8,107.4,110.2,97.2,101.3,113,118.7,99.2,109.4,110.1,112.9,88.5,93.1,77.7,79.2,90.8,91.3,1575661717,1615807724,1425952842,1485954509,1657870319,1740724245,1455080490,1604482791,1615075938,1656158560,1298504103,1366182386,1139484362,1162009195,1331181579,1339252360,750918753.1,773229038.6,1333952758,1425451428,1441063249,1740724245,930539838.6,574240703,660513342.8,727555231,561332235.3,671467171.5,642805828.3,675616257,511268828.4,554441342.6,31,31,30,31,32,32,30,31,27,28,19,21,16,15,21,22,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High
FALSE,High,Q9VG69,LP03547p OS=Drosophila melanogaster OX=7227 GN=Srlp PE=1 SV=1,7,46,7,FBgn0038049,CG5844,0,0.504,-0.99,0.088661791,0.244301784,52.78,23.56010603,152.7,47.3,13.43,47.76,8,8,131,157.2,167.6,168.6,145.6,151,152.9,108.8,88.3,90.3,50.5,43.2,24.4,26.3,49.6,44.7,12329926.26,14800555.91,15775472.57,15874909.28,13708079.77,14215962.07,14396544.76,10241232.25,8313617.462,8504480.337,4756127.094,4070223.955,2299877.814,2473901.366,4669350.847,4211585.048,5876117.156,7082661.781,14757665.56,15228536.25,11915413.25,14215962.07,9206747.344,3665313.484,3399998.188,3736042.734,2056033.129,2000480.898,1297406.891,1438377.586,1793364.313,1743567.484,5,6,6,6,6,6,5,5,6,5,4,4,2,2,3,3,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High
FALSE,High,Q5BI51,LP02810p OS=Drosophila melanogaster OX=7227 GN=Dmel\CG11635 PE=2 SV=1,8,62,8,FBgn0033283,CG11635,0,2.979,1.57,1.78868E-06,1.12654E-05,137.58,26.7726715,40.5,159.5,45.78,97.39,8,8,54.5,25.9,15.2,16,38.7,39.7,32.5,18.7,415.5,369.4,46.9,57.3,1.7,3.9,228.3,235.7,92464143.98,43923117.33,25801973.04,27219409.71,65622333.26,67257907.5,55142001.45,31714769.47,704839678.3,626612165.3,79609023.37,97221580.5,2904494.548,6573398.769,387285220.6,399732371.6,44065968.56,21018979.72,24137273.06,26111126.69,57040609.06,67257907.5,35263911.16,11350643.1,288256422.6,275272531,34414301,47783590.5,1638483.234,3821910.438,148745193.1,165486475.4,7,6,7,7,7,7,6,6,6,6,4,4,3,2,6,7,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High
FALSE,Medium,Q86BA5,LP01981p OS=Drosophila melanogaster OX=7227 GN=p24-2 PE=2 SV=1,1,4,1,FBgn0053105,p24-2,0,0.381,-1.39,0.231907494,0.488547504,64.37,20.60190176,144.8,55.2,48.93,47.16,8,7,70.4,43.4,254.8,235.9,160.9,152.3,130.7,135.9,48.8,54.8,,85.6,22.5,29.2,91.4,83.6,847578.5805,522376.379,3067546.179,2839769.64,1937208.058,1833631.75,1573343.093,1635698.371,587683.9333,659688.1495,,1030322.154,270529.0256,351051.5249,1100933.44,1006579.385,403933.5625,249978.125,2869633.25,2724143.75,1683870.75,1833631.75,1006170.063,585412.6875,240343.5469,289802.9063,,506394.6875,152610.8125,204108.6406,422837.0938,416717,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,Peak Found,Peak Found,High,High,High,Peak Found,High,Peak Found,Peak Found,Peak Found,Not Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found
FALSE,High,Q7K0L5,LP01562p OS=Drosophila melanogaster OX=7227 GN=veil PE=1 SV=1,8,24,5,FBgn0034225,veil,0,1.13,0.18,0.522835978,0.798427231,49.38,21.05143959,127.2,72.8,11.4,189.02,8,6,78.2,69.1,79.7,76.3,55.2,75,71.3,64.8,49.1,37.8,42.2,41.6,25.7,834.2,,,2577464.573,2280243.65,2627507.03,2516446.637,1821567.26,2472758.047,2349965.211,2136017.86,1618411.876,1247078.764,1390289.705,1371343.779,846375.0866,27513190.84,,,1228351.531,1091188.375,2457984.688,2413985.375,1583352.813,2472758.047,1502828.375,764475.8828,661877.6328,547845.2969,601010.3672,674003.9531,477457.0469,15996740.03,,,3,3,3,3,2,4,3,3,3,2,2,2,2,2,,,Peak Found,High,Peak Found,High,Peak Found,Peak Found,High,High,Peak Found,High,Peak Found,High,High,High,Not Found,Not Found
FALSE,Low,A0A0B4LGG6,"Lost PHDs of trr, isoform B OS=Drosophila melanogaster OX=7227 GN=Lpt PE=1 SV=1",1,1,1,FBgn0263667,CG5591; Lpt,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Found,High,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found
FALSE,High,M9MRT5,"Loquacious, isoform D OS=Drosophila melanogaster OX=7227 GN=loqs PE=1 SV=1",1,2,1,FBgn0032515,loqs,0,0.01,-6.64,1E-17,7.64322E-17,,,200,,2.68,,2,,,,815.1,784.9,,,,,,,,,,,,,,,281018.5982,270577.3289,,,,,,,,,,,,,,,262887.75,259560.3281,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,Not Found,Not Found,High,High,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found
FALSE,High,B5RJQ0,L-lactate dehydrogenase OS=Drosophila melanogaster OX=7227 GN=Ldh PE=1 SV=1,12,88,12,FBgn0001258,ImpL3,0,0.526,-0.93,0.001441918,0.006566338,74.84,25.39050599,140.1,59.9,18.31,59.88,8,8,119.2,118.4,96.8,99.6,148.1,146.8,145.6,157.9,74.4,74.2,134.6,134.3,42.8,39.4,34.5,33.3,44079344.04,43780216.8,35795289.56,36832361.81,54762250.86,54308002.73,53849977.13,58407497.12,27523280.93,27458805.44,49794862.21,49669622.21,15832166.75,14569010.95,12751602.26,12298930.14,21007051,20950596.06,33485837.57,35332671.64,47600747.91,54308002.73,34437647.52,20903908.98,11256123.55,12062732.41,21525893.72,24412202.27,8931240.656,8470725.266,4897526.266,5091673.191,9,9,10,10,10,11,9,9,9,9,8,8,5,4,6,6,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High
FALSE,High,Q9VCI3,Lipid storage droplets surface-binding protein 1 OS=Drosophila melanogaster OX=7227 GN=Lsd-1 PE=2 SV=2,1,1,1,FBgn0039114,Lsd-1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,High,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found
FALSE,High,Q0KHS7,"Lipid storage droplet-2, isoform B OS=Drosophila melanogaster OX=7227 GN=Lsd-2 PE=1 SV=1",1,4,1,FBgn0030608,Lsd-2,0,0.856,-0.22,0.94108325,0.97638992,37.22,17.0821461,110.8,89.2,28.37,26.36,6,2,,,220.7,224.9,158,187.1,158.3,318.3,135.4,197.4,,,,,,,,,133385.1032,135906.0606,95469.97878,113095.5234,95681.43405,192373.0353,81809.08636,119300.3601,,,,,,,,,124779.3203,130372.4219,82984.94531,113095.5234,61189.32031,68849.86719,33457.24609,52408.99219,,,,,,,,,1,1,1,1,1,1,1,1,,,,,,,Not Found,Not Found,High,Peak Found,High,High,High,Peak Found,Peak Found,Peak Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found
FALSE,High,Q9VG47,Lipase OS=Drosophila melanogaster OX=7227 GN=Dmel\CG11608 PE=3 SV=4,3,15,3,FBgn0038069,CG11608,0,0.34,-1.56,0.146476911,0.353076676,70.16,20.96543678,167.2,32.8,36.15,76.99,7,8,72,,245.7,253.3,132.4,158.8,206.6,175.2,86.7,70.5,8.2,9.6,59.9,84.7,16.9,19.7,995690.9715,,3399117.278,3504604.353,1831316.599,2197561.188,2858031.999,2424688.839,1200145.459,975148.0354,113414.8101,133028.4202,828549.0897,1171350.028,233394.7287,272323.931,474520.0156,,3179811.938,3361908.625,1591827.188,2197561.188,1827742.625,867790.5625,490820.3203,428385.3438,49028.25391,65382.35156,467401.0469,681047.2109,89640.25,112740.25,2,,3,3,2,2,3,3,3,2,1,1,2,3,1,1,Peak Found,Not Found,High,High,High,High,High,High,High,High,Peak Found,Peak Found,High,Peak Found,Peak Found,Peak Found
FALSE,High,Q0KI77,Lipase OS=Drosophila melanogaster OX=7227 GN=Dmel\CG11598 PE=3 SV=1,3,16,3,FBgn0038067,CG11598,0,0.593,-0.75,0.536024867,0.810772662,67.11,22.00050509,165.5,34.5,40.03,53.98,8,6,102.9,89,167.9,182.2,155.3,146.2,282.2,267.9,52.7,56.8,35.5,32,,22,,7.4,2766572.502,2393542.014,4514984.768,4901304.092,4177367.619,3930787.938,7589721.947,7205806.089,1416007.811,1527309.788,954395.2981,860877.6899,,591631.4699,,199536.3112,1318475.375,1145406.203,4223685.531,4701739.438,3631074.688,3930787.938,4853709.938,2578941.438,579100.9766,670951.5938,412576.9375,423114.1563,,343986.8125,,82606.67188,4,4,4,4,4,4,4,4,2,2,1,1,,1,,1,High,Peak Found,High,High,High,High,High,High,Peak Found,Peak Found,Peak Found,Peak Found,Not Found,Peak Found,Not Found,Peak Found
FALSE,High,A0A0B4K7U5,"Lingerer, isoform H OS=Drosophila melanogaster OX=7227 GN=lig PE=1 SV=1",1,4,1,FBgn0020279,lig,0,0.01,-6.64,1E-17,7.64322E-17,,,200,,11.13,,2,,,,863,737,,,,,,,,,,,,,,,435193.7849,371699.057,,,,,,,,,,,,,,,407115.8125,356564.7188,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,Not Found,Not Found,High,High,High,High,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found
FALSE,High,Q8IQQ3,"Limpet, isoform D OS=Drosophila melanogaster OX=7227 GN=Lmpt PE=1 SV=1",2,3,2,FBgn0261565,Lmpt,0,0.01,-6.64,1E-17,7.64322E-17,,,200,,49.97,,6,,,,400.6,453.1,239.6,219.2,181.7,105.8,,,,,,,,,,,1157147.194,1308586.631,692054.6933,633103.4375,524676.6975,305635.1703,,,,,,,,,,,1082490,1255305.375,601551.625,633103.4375,335536.4688,109386.125,,,,,,,,,,,1,1,1,1,1,1,,,,,,,,,Not Found,Not Found,Peak Found,High,Peak Found,High,Peak Found,Peak Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found
FALSE,Low,A0A0B4KGC6,"Like-AP180, isoform H OS=Drosophila melanogaster OX=7227 GN=lap PE=1 SV=1",1,6,1,FBgn0086372,lap,0,17.933,4.16,1E-17,7.64322E-17,51.71,30.03184773,9,191,29.36,36.25,8,8,15.1,11.9,8.3,7.8,7.7,6.5,10.9,8.6,136.5,117.5,265.8,270.6,237.6,241.8,124,129.3,190597034.5,149819709.9,104588437.1,98708712.85,97524192.07,82674250.19,137743052.6,108981297.2,1724047594,1482994481,3355375634,3416908631,2999965592,3053533790,1566089101,1632040182,90833512,71694762,97840566.75,94689625.31,84770520,82674250.19,88088184,39004155.79,705079193.4,651483751.8,1450500234,1679381902,1692340352,1775387904,601490099.3,675653504,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,High,Peak Found,Peak Found,High,High,Peak Found,Peak Found,High,Peak Found,High,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found
FALSE,High,Q9W1N3,"Levy, isoform A OS=Drosophila melanogaster OX=7227 GN=levy PE=1 SV=1",1,2,1,FBgn0034877,levy,0,0.616,-0.7,0.661492935,0.872094927,78.97,21.32244034,142.7,57.3,42.85,44.78,3,5,,,346.4,313.9,135.3,,,,,83.3,258.1,213,,,124,126.1,,,2571183.706,2329816.301,1004439.88,,,,,618349.9278,1916009.829,1580785.906,,,920290.1275,935805.1214,,,2405295.25,2234954,873084.8125,,,,,271642.9063,828274.6875,776943,,,353457.1563,387416.9375,,,1,1,1,,,,,1,1,1,,,1,1,Not Found,Not Found,High,High,Peak Found,Not Found,Not Found,Not Found,Not Found,Peak Found,Peak Found,Peak Found,Not Found,Not Found,Peak Found,Peak Found
FALSE,High,A4V0U4,Leukotriene A(4) hydrolase OS=Drosophila melanogaster OX=7227 GN=Dmel\CG10602 PE=1 SV=1,2,12,2,FBgn0032721,CG10602,0,0.355,-1.5,0.257745041,0.529055611,61.07,17.87854019,171.7,28.3,92.84,51.02,8,5,126,56.2,295,570.7,101.8,105.3,93.7,128.5,25.5,45.8,,,17.6,19,14.8,,364405.3068,162450.798,852998.4331,1650226.758,294486.855,304604.2344,270911.6731,371605.3459,73688.03695,132459.0544,,,50750.1765,55019.32799,42852.38919,,173665.9434,77739.24609,797964.4063,1583035.063,255975.5,304604.2344,173250.9688,132996.6992,30136.00195,58189.64453,,,28629.18555,31989.37891,16458.37891,,2,2,2,2,2,2,2,2,1,1,,,1,1,1,,High,Peak Found,High,High,High,High,High,High,Peak Found,Peak Found,Not Found,Not Found,Peak Found,Peak Found,Peak Found,Not Found
FALSE,Low,Q9VQR8,Leucyl-tRNA synthetase OS=Drosophila melanogaster OX=7227 GN=LeuRS PE=1 SV=2,1,1,1,FBgn0053123,CG33123; LeuRS,0,14.717,3.88,2.72273E-07,1.75107E-06,79.66,21.28555743,13.3,186.7,63.74,53.32,8,6,32.7,25.6,32.2,21.2,6.1,6.6,9.3,9.3,129.7,136.8,441.5,136.7,,,329,283.4,854822.0186,669574.6803,841585.763,553321.9114,160520.7997,171882.6563,242901.7421,242768.6771,3391503.54,3576241.892,11543048.97,3573899.813,,,8601248.074,7411149.876,407385.5938,320418.4375,787288.0625,530792.5,139528.7813,171882.6563,155338.3125,86886.35156,1387014.25,1571053.375,4989961.5,1756541.75,,,3303493.75,3068165.5,1,1,1,1,1,1,1,1,1,1,1,1,,,1,1,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,High,Peak Found,Peak Found,Peak Found,Not Found,Not Found,Peak Found,Peak Found
FALSE,High,A0A0B7P7M6,"Lethal (2) 41Ab, isoform A OS=Drosophila melanogaster OX=7227 GN=l(2)41Ab PE=4 SV=1",45,362,45,FBgn0262123,l(2)41Ab,0,0.888,-0.17,0.388702029,0.687765055,55.1,28.28559398,96.6,103.4,7.57,35.54,8,8,110.4,106.5,95.7,93.4,102.6,86.9,102.3,102,110.5,109.9,137.7,134.2,45.8,45.5,108.7,108,300189970,289577211.8,260116414.1,253970961.7,278975709.8,236231160.9,278172095.3,277221099,300402614.1,298825088.1,374525402.2,364779026.3,124467348.1,123755216.3,295568861.5,293606941,143062610.1,138574352.4,243334139.8,243630116.4,242492816.2,236231160.9,177894087.9,99216794.16,122854864.1,131274722.8,161904133.2,179285828.6,70214510.53,71953850.61,113519558.8,121551271,43,41,41,41,44,44,40,42,44,44,40,39,21,19,40,39,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High
FALSE,Medium,Q0E9N2,"Lethal (2) 01289, isoform K OS=Drosophila melanogaster OX=7227 GN=l(2)01289 PE=1 SV=3",1,1,1,FBgn0010482,l(2)01289,0,0.358,-1.48,0.228170909,0.483017331,21.09,18.72814398,147.3,52.7,50.47,,5,1,,,538.3,317.5,279.4,239.6,,125.2,,,100,,,,,,,,817178.8847,482008.5845,424091.4128,363760.125,,190108.5745,,,151777.6446,,,,,,,,764455.875,462382.8125,368631.0938,363760.125,,68039.42188,,,65612.17969,,,,,,,,1,1,1,1,,1,,,1,,,,,,Not Found,Not Found,High,Peak Found,Peak Found,Peak Found,Not Found,Peak Found,Not Found,Not Found,Peak Found,Not Found,Not Found,Not Found,Not Found,Not Found
FALSE,High,A1Z7Z6,Lectin-46Ca OS=Drosophila melanogaster OX=7227 GN=lectin-46Ca PE=4 SV=1,2,17,2,FBgn0040093,lectin-46Ca,0,2.662,1.41,0.034436511,0.109910687,107.29,21.10474823,134,66,49.39,41.39,8,7,176.4,181.3,83.1,79.7,71.3,78.7,214.5,238.9,96.4,96.1,,99.1,36.8,44.4,43.7,59.7,3712428.928,3817501.965,1749576.889,1678377.656,1500253.183,1656717.5,4514910.733,5028648.832,2029513.277,2023438.446,,2085108.23,774138.0359,933961.1214,919972.641,1256465.447,1769245.563,1826828.359,1636697.125,1610039.75,1304058.406,1656717.5,2887334.641,1799741.859,830004.6875,888902.3438,,1024813.188,436706.6875,543024.375,353335.2188,520168.125,3,3,1,2,2,1,3,2,2,2,,1,1,1,1,1,High,High,High,High,Peak Found,High,High,High,High,High,Not Found,Peak Found,High,High,Peak Found,High
FALSE,High,Q9VLM0,Lectin-29Ca OS=Drosophila melanogaster OX=7227 GN=lectin-29Ca PE=4 SV=1,3,23,3,FBgn0040098,lectin-29Ca,0,0.633,-0.66,0.425949353,0.721840172,126.67,23.01511116,127,73,28.68,69.8,8,8,91.9,105.7,162.4,173.5,101.3,92.3,148.1,179.9,117.2,115.2,3.5,3.6,99.1,104.5,49.6,52.3,6363403.529,7318802.343,11246122.97,12016301.47,7019301.939,6393253.031,10256781.15,12460388.76,8120978.77,7981136.437,242638.1457,252803.0058,6862795.476,7236917.589,3439144.664,3621088.341,3032630.031,3502341.531,10520542,11527038,6101356.625,6393253.031,6559323.375,4459544.5,3321215.25,3506136.25,104890.3984,124250.5547,3871439.641,4207694.047,1320877.25,1499105.875,4,4,4,4,4,4,4,4,4,4,1,1,2,2,1,1,High,High,High,High,High,High,High,High,High,High,Peak Found,Peak Found,High,High,Peak Found,Peak Found
FALSE,High,Q9W5R5,LD47843p OS=Drosophila melanogaster OX=7227 GN=Slmap PE=1 SV=2,3,3,3,FBgn0040011,CG17494; Slmap,0,2.961,1.57,0.018970795,0.065653195,59.13,23.14275303,63.7,136.3,25.78,52.4,7,4,116.8,105.7,92.3,98.8,,42.7,92.5,107.9,333.2,352,,,,,134,124.1,7757268.485,7024967.54,6132476.06,6564607.8,,2836563.25,6142925.758,7171980.955,22135309.27,23387016.99,,,,,8904687.063,8246606.877,3696909.25,3361729.75,5736819,6297319,,2836563.25,3928468,2566835.5,9052619,10273984,,,,,3420036,3414039,1,1,1,1,,1,1,1,1,1,,,,,1,1,Peak Found,Peak Found,High,High,Not Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Not Found,Not Found,Not Found,Not Found,Peak Found,Peak Found
FALSE,Low,Q8SZY9,LD47413p OS=Drosophila melanogaster OX=7227 GN=CG6316 PE=1 SV=1,1,3,1,FBgn0052075,CG32075,0,0.203,-2.3,0.004047999,0.016663077,81.65,22.74010537,164.4,35.6,31.21,60.33,8,8,99.6,110.2,135,154.5,143.1,193,184.2,252.2,19.6,18.6,68.8,73,16.7,19.3,52.7,59.2,5124148.878,5672411.523,6948129.126,7952885.822,7362593.589,9931434,9481336.392,12977205.44,1009575.907,959671.8822,3542079.278,3758976.22,860702.7971,994875.0552,2713454.481,3048388.99,2442034,2714477.25,6499847.5,7629071,6399754.5,9931434,6063418,4644512,412883.5938,421586.625,1531210.625,1847505.25,485539.5938,578441,1042160.375,1262012.25,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Peak Found,Peak Found,Peak Found,High,Peak Found,Peak Found,High,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,High
FALSE,High,Q7KSQ0,LD46175p OS=Drosophila melanogaster OX=7227 GN=sea PE=1 SV=1,12,106,12,FBgn0037912,sea,0,0.769,-0.38,0.125541006,0.314317481,53.27,26.38882056,110.2,89.8,18.12,23.17,8,8,98.2,93.3,155.8,128.5,101,101.7,116.9,113.9,113.6,108.3,90.9,90.1,59.4,57.8,85.3,85.1,72948528.13,69351758.86,115822371.1,95533929.25,75076715.72,75598891.81,86900512.7,84627724.85,84454259.14,80470091.87,67536620.09,66989854.02,44151808.79,42990983.73,63400166,63231537.51,34765341.55,33187608.29,108349706.2,91644108.25,65258599.91,75598891.81,55573825.37,30288068.22,34539035.42,35350743.39,29195504.15,32924950.77,24906914.88,24995849.97,24350193.17,26177425.25,9,9,10,9,10,10,9,9,10,10,10,10,7,7,11,11,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High
FALSE,Low,Q9VEY4,LD45246p OS=Drosophila melanogaster OX=7227 GN=Dmel\CG5916 PE=2 SV=2,1,4,1,FBgn0038401,CG5916,0,8.797,3.14,2.081E-12,1.50724E-11,82.7,24.4347343,15.8,184.2,64.68,44.06,8,8,45.2,46.5,12.8,12.7,10.9,11.4,21.6,22.5,215,201.7,253.4,266,65.4,57.8,185.9,171.2,11234567.28,11550272.85,3172753.745,3163950.184,2700585.867,2825912.75,5352079.586,5582147.82,53388876.77,50082771.66,62923607.04,66038214.62,16231068.36,14348209.12,46164687.26,42501985.24,5354098,5527270.5,2968053,3035124.75,2347418.25,2825912.75,3422713.25,1997837.875,21834308,22001506,27201338,32457228,9156269,8342346.5,17730538,17595532,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,High,Peak Found,High,Peak Found,Peak Found,High,High
FALSE,High,O18338,LD44762p OS=Drosophila melanogaster OX=7227 GN=Rab8 PE=1 SV=1,4,10,2,FBgn0262518,Rab8,0,0.01,-6.64,1E-17,7.64322E-17,,,200,,56.94,,8,,116.9,134.1,345.9,367.7,159.3,159.6,266.3,50.3,,,,,,,,,177972.9587,204173.1812,526743.4299,559919.0725,242589.3689,243010.6016,405526.0035,76532.72596,,,,,,,,,84817.21094,97705.08594,492758.8281,537121.0469,210864.8789,243010.6016,259338.3008,27390.88672,,,,,,,,,1,1,2,2,2,2,2,1,,,,,,,,,High,High,Peak Found,High,High,Peak Found,High,Peak Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found
