#SUBMITTED ID	ANNOTATION_SYMBOL	LOCATION_ARM	NAME	SYMBOL
FBgn0010303	CG4353	X	hemipterous	hep
FBgn0003268	CG1569	3R	rough deal	rod
FBgn0010328	CG5965	3R	without children	woc
FBgn0036838	CG3808	3L	-	CG3808
FBgn0035917	CG6416	3L	Z band alternatively spliced PDZ-motif protein 66	Zasp66
FBgn0264001	CG43744	3L	bruno 3	bru3
FBgn0031857	CG11321	2L	Linear Ubiquitin E3 ligase	LUBEL
FBgn0001967	CG16880	2L	Nimrod C3	NimC3
FBgn0261552	CG42670	3R	pasilla	ps
FBgn0031183	CG14621	X	-	CG14621
FBgn0264693	CG14998	3L	ensconsin	ens
FBgn0259212	CG42312	3R	canoe	cno
FBgn0003165	CG9755	3R	pumilio	pum
FBgn0037347	CG1427	3R	Sec synthetase	SecS
FBgn0051815	CG31815	2L	-	CG31815
FBgn0052451	CG32451	3L	Secretory Pathway Calcium atpase	SPoCk
FBgn0036044	CG14168	3L	Z band alternatively spliced PDZ-motif protein 67	Zasp67
FBgn0039492	CG6051	3R	-	CG6051
FBgn0260660	CG42543	3L	Multiplexin	Mp
FBgn0085437	CG34408	X	-	CG34408
FBgn0052855	CG32855	3R	-	CG32855
FBgn0051454	CG31454	3R	-	CG31454
FBgn0016983	CG8571	3L	smallminded	smid
FBgn0052163	CG32163	3L	-	CG32163
FBgn0039378	CG5878	3R	alpha1,4-galactosyltransferase 2	alpha4GT2
FBgn0052793	CG32793	X	-	CG32793
FBgn0050067	CG30067	2R	Odorant-binding protein 50a	Obp50a
FBgn0033265	CG8710	2R	coilin	coil
FBgn0259738	CG42392	2R	-	CG42392
FBgn0051560	CG31560	3R	-	CG31560
FBgn0034670	CG13488	2R	-	CG13488
FBgn0037137	CG7421	3L	Nopp140	Nopp140
FBgn0033339	CG8266	2R	Secretory 31	Sec31
FBgn0041775	CG10686	3L	trailer hitch	tral
FBgn0037855	CG6621	3R	-	CG6621
FBgn0036740	CG6259	3L	Vacuolar protein sorting 60	Vps60
FBgn0052333	CG32333	3L	-	CG32333
FBgn0263077	CG43340	2R	-	CG43340
FBgn0053056	CG33056	3L	-	CG33056
FBgn0085638	CG41378	2R	-	CG41378
FBgn0029174	CG4535	2L	FK506-binding protein 59kD	Fkbp59
FBgn0262519	CG8103	3L	Mi-2	Mi-2
FBgn0261807	CG42753	2R	-	CG42753
FBgn0005536	CG32156	3L	Myosin binding subunit	Mbs
FBgn0259244	CG42342	3R	-	CG42342
FBgn0051211	CG31211	3R	-	CG31211
FBgn0010905	CG16757	3L	Spinophilin	Spn
FBgn0036711	CG13727	3L	-	CG13727
FBgn0039380	CG5890	3R	-	CG5890
FBgn0250785	CG9326	2L	varicose	vari
FBgn0283450	CG1707	2R	Glyoxalase 1	Glo1
FBgn0086784	CG8739	2R	stambha A	stmA
FBgn0259164	CG42269	3L	-	CG42269
FBgn0038492	CG4090	3R	Mucin related 89F	Mur89F
FBgn0267796	CG46121	3L	Transmembrane channel-like	Tmc
FBgn0001256	CG10717	3L	Ecdysone-inducible gene L1	ImpL1
FBgn0033886	CG13349	2R	Regulatory particle non-ATPase 13	Rpn13
FBgn0001991	CG4894	2L	Ca[2+]-channel protein alpha[[1]] subunit D	Ca-alpha1D
FBgn0264753	CG44011	2R	Rad, Gem/Kir family member 1	Rgk1
FBgn0265487	CG33197	2R	muscleblind	mbl
FBgn0035134	CG1231	3L	-	CG1231
FBgn0032770	CG13086	2L	-	CG13086
FBgn0052062	CG32062	3L	RNA-binding Fox protein 1	Rbfox1
FBgn0263023	CG43318	3R	-	CG43318
FBgn0040466	CG9771	3R	Dorsal interacting protein 2	Dlip2
FBgn0040892	CG14634	X	-	CG14634
FBgn0001978	CG3647	2L	shuttle craft	stc
FBgn0010226	CG8938	2R	Glutathione S transferase S1	GstS1
FBgn0024732	CG8357	2R	DNA fragmentation factor-related protein 1	Drep1
FBgn0050095	CG30095	2R	-	CG30095
FBgn0265487	CG33197	2R	muscleblind	mbl
FBgn0040509	CG17174	2L	Adenylyl cyclase X B	ACXB
FBgn0267430	CG45783	3R	Piezo-like	Pzl
FBgn0027608	CG2082	3R	-	CG2082
FBgn0039718	CG15517	3R	-	CG15517
FBgn0033159	CG17800	2R	Down syndrome cell adhesion molecule 1	Dscam1
FBgn0026181	CG9774	X	Rho kinase	Rok
FBgn0020414	CG4559	2L	Imaginal disc growth factor 3	Idgf3
FBgn0085421	CG34392	2R	Exchange protein directly activated by cAMP	Epac
FBgn0265834	CG44623	2R	-	CG44623
FBgn0035761	CG8606	3L	Rho guanine nucleotide exchange factor 4	RhoGEF4
FBgn0026598	CG6193	3R	Adenomatous polyposis coli 2	Apc2
FBgn0000256	CG3399	2L	cappuccino	capu
FBgn0032175	CG13131	2L	-	CG13131
FBgn0029091	CG7464	3L	Chitin synthase 2	Chs2
FBgn0030674	CG8184	X	HECT, UBA and WWE domain containing E3 ubiquitin protein ligase 1	HUWE1
FBgn0028527	CG18507	2L	-	CG18507
FBgn0085318	CG34289	3R	-	CG34289
FBgn0027512	CG10254	3R	-	CG10254
FBgn0052106	CG32106	3L	-	CG32106
FBgn0034435	CG9975	2R	wurstfest	fest
FBgn0037347	CG1427	3R	Sec synthetase	SecS
FBgn0061196	CG15468	X	-	CG15468
FBgn0039385	CG5913	3R	-	CG5913
FBgn0052829	CG32829	2L	-	CG32829
FBgn0036448	CG9311	3L	myopic	mop
FBgn0034999	CG3394	2R	Fatty acid transport protein 3	Fatp3
FBgn0036177	CG33268	3L	-	CG33268
FBgn0039169	CG5669	3R	Sp1-like factor for pairing sensitive-silencing	Spps
FBgn0037950	CG14723	3R	Histamine-gated chloride channel subunit 1	HisCl1
FBgn0034420	CG10737	2R	-	CG10737
FBgn0042131	CG18808	3L	-	CG18808
FBgn0035218	CG9173	3L	-	CG9173
FBgn0050115	CG30115	2R	Guanine nucleotide exchange factor in mesoderm	GEFmeso
FBgn0041775	CG10686	3L	trailer hitch	tral
FBgn0287828	CG42349	X	Protein kinase C delta	Pkcdelta
FBgn0030742	CG9919	X	-	CG9919
FBgn0011286	CG10844	2R	Ryanodine receptor	RyR
FBgn0003435	CG9218	2R	smooth	sm
FBgn0015926	CG6157	X	discontinuous actin hexagon	dah
FBgn0266084	CG42610	3L	Formin homology 2 domain containing	Fhos
FBgn0052391	CG32391	3L	-	CG32391
FBgn0029813	CG15766	X	Agmatine N-acetyltransferase	AgmNAT
FBgn0262734	CG4429	X	eukaryotic translation initiation factor 4H1	eIF4H1
FBgn0038881	CG16791	3R	-	CG16791
FBgn0033339	CG8266	2R	Secretory 31	Sec31
FBgn0033324	CG14744	2R	-	CG14744
FBgn0033846	CG6061	2R	Myb-interacting protein 120	mip120
FBgn0030466	CG15744	X	-	CG15744
FBgn0029995	CG2256	X	-	CG2256
FBgn0038692	CG3773	3R	RNA polymerase II subunit M	Polr2M
FBgn0028371	CG30092	2R	jitterbug	jbug
FBgn0030912	CG6023	X	-	CG6023
FBgn0015577	CG1128	3R	alpha-Esterase-9	alpha-Est9
FBgn0032600	CG17912	2L	Bub3 interacting GLEBS and Zinc finger domain protein	BuGZ
FBgn0039346	CG5079	3R	-	CG5079
FBgn0036058	CG6707	3L	-	CG6707
FBgn0041210	CG1770	X	Histone deacetylase 4	HDAC4
FBgn0261934	CG42799	3L	dikar	dikar
FBgn0261854	CG42783	2R	atypical protein kinase C	aPKC
FBgn0029649	CG4116	X	-	CG4116
FBgn0053111	CG33111	3R	-	CG33111
FBgn0051441	CG31441	3R	-	CG31441
FBgn0038775	CG17199	3R	-	CG17199
FBgn0020257	CG9952	2R	Partner of paired	Ppa
FBgn0020379	CG6312	3R	Rfx	Rfx
FBgn0261399	CG41534	Y	Protein phosphatase 1, Y-linked 1	Pp1-Y1
FBgn0014019	CG5279	2L	Rhodopsin 5	Rh5
FBgn0283658	CG5261	2L	midline uncoordinated	muc
FBgn0031698	CG14023	2L	Nuclear receptor coactivator 6	Ncoa6
FBgn0052086	CG32086	3L	-	CG32086
FBgn0030505	CG11172	X	NFAT nuclear factor	NFAT
FBgn0050460	CG30460	2R	-	CG30460
FBgn0040823	CG14162	3L	defective proboscis extension response 6	dpr6
FBgn0027279	CG14616	X	lethal (1) G0196	l(1)G0196
FBgn0014135	CG4608	3R	branchless	bnl
FBgn0038108	CG7518	3R	-	CG7518
FBgn0022764	CG8815	2R	Sin3A	Sin3A
FBgn0264908	CG44099	3L	pH-sensitive chloride channel 1	pHCl-1
FBgn0034618	CG9485	2R	-	CG9485
FBgn0086906	CG1915	3L	sallimus	sls
FBgn0001990	CG4148	2L	weckle	wek
FBgn0005411	CG9998	X	U2 small nuclear riboprotein auxiliary factor 50	U2af50
FBgn0033015	CG2682	2R	d4	d4
FBgn0026575	CG32575	X	hangover	hang
FBgn0004870	CG9097	3L	bric a brac 1	bab1
FBgn0052982	CG32982	2L	-	CG32982
FBgn0001319	CG10197	2R	knot	kn
FBgn0050371	CG30371	2R	-	CG30371
FBgn0086251	CG9252	2L	deadlock	del
FBgn0260407	CG31842	2L	mitochondrial ribosomal protein S23	mRpS23
FBgn0263849	CG43710	2R	-	CG43710
FBgn0263077	CG43340	2R	-	CG43340
FBgn0033648	CG13195	2R	Ionotropic receptor 48b	Ir48b
FBgn0261402	CG42643	3L	Ionotropic receptor 75b	Ir75b
FBgn0042696	CG2380	4	Nuclear factor I	NfI
FBgn0035772	CG8582	3L	Sh3beta	Sh3beta
FBgn0040297	CG9256	2L	Na[+]/H[+] hydrogen exchanger 2	Nhe2
FBgn0053552	CG33552	2L	-	CG33552
FBgn0085472	CG34443	2R	-	CG34443
FBgn0052791	CG32791	X	Dpr-interacting protein alpha	DIP-alpha
FBgn0036317	CG10948	3L	-	CG10948
FBgn0036327	CG10748	3L	-	CG10748
FBgn0039883	CG1976	3R	Rho GTPase activating protein at 100F	RhoGAP100F
FBgn0264562	CG43934	X	Hormone receptor 4	Hr4
FBgn0031033	CG14219	X	-	CG14219
FBgn0035348	CG16758	3L	-	CG16758
FBgn0036899	CG8780	3L	teyrha-meyrha	tey
FBgn0004169	CG7107	X	upheld	up
FBgn0030170	CG2990	X	-	CG2990
FBgn0033164	CG11112	2R	-	CG11112
FBgn0030340	CG15740	X	-	CG15740
FBgn0003716	CG14026	2L	thickveins	tkv
FBgn0002878	CG11156	X	mutagen-sensitive 101	mus101
FBgn0040395	CG3981	X	Uncoordinated 76	Unc-76
FBgn0285944	CG9907	X	paralytic	para
FBgn0260439	CG17291	2L	Protein phosphatase 2A at 29B	Pp2A-29B
FBgn0003984	CG10491	3L	vein	vn
FBgn0261287	CG12250	3R	yellow-emperor	ymp
FBgn0024963	CG7535	3R	GluClalpha	GluClalpha
FBgn0030613	CG5627	X	Rab3 GDP-GTP exchange factor	Rab3-GEF
FBgn0053511	CG33511	2L	-	CG33511
FBgn0033159	CG17800	2R	Down syndrome cell adhesion molecule 1	Dscam1
FBgn0034418	CG15118	2R	-	CG15118
FBgn0000659	CG10002	3R	fork head	fkh
FBgn0085384	CG34355	3R	-	CG34355
FBgn0036785	CG13700	3L	-	CG13700
FBgn0259211	CG42311	2R	grainy head	grh
FBgn0011642	CG32018	4	Zyxin	Zyx
FBgn0264516	CG43915	3L	-	CG43915
FBgn0261293	CG33524	2R	Chemosensory protein B 53b	CheB53b
FBgn0038756	CG4783	3R	-	CG4783
FBgn0085430	CG34401	X	-	CG34401
FBgn0034667	CG13493	2R	cookie monster	comr
FBgn0035028	CG3522	2R	Start1	Start1
FBgn0264002	CG43745	3L	Myosuppressin receptor 2	MsR2
FBgn0266163	CG44869	2L	-	CG44869
FBgn0264075	CG11987	3R	tango	tgo
FBgn0259228	CG42328	X	C3G guanyl-nucleotide exchange factor	C3G
FBgn0262022	CG42833	3L	-	CG42833
FBgn0036938	CG14187	3L	-	CG14187
FBgn0032456	CG6214	2L	Multidrug-Resistance like Protein 1	MRP
FBgn0013718	CG33991	3L	nuclear fallout	nuf
FBgn0034720	CG11206	2R	Liprin-gamma	Liprin-gamma
FBgn0053668	CG33668	X	-	CG33668
FBgn0039838	CG3669	3R	Carbonic anhydrase 6	CAH6
FBgn0034345	CG5174	2R	-	CG5174
FBgn0039710	CG18041	3R	dim gamma-tubulin 1	dgt1
FBgn0265356	CG15105	2R	thin	tn
FBgn0038814	CG15923	3R	-	CG15923
FBgn0031701	CG14027	2L	Turandot M	TotM
FBgn0014163	CG4609	3L	failed axon connections	fax
FBgn0261617	CG15319	X	nejire	nej
FBgn0032973	CG6675	2L	-	CG6675
FBgn0033412	CG13955	2R	-	CG13955
FBgn0004607	CG1449	4	Zn finger homeodomain 2	zfh2
FBgn0020306	CG9696	2R	domino	dom
FBgn0261554	CG42672	2R	-	CG42672
FBgn0011205	CG5725	3L	fumble	fbl
FBgn0031378	CG15362	2L	-	CG15362
FBgn0037137	CG7421	3L	Nopp140	Nopp140
FBgn0050275	CG30275	2R	-	CG30275
FBgn0036670	CG13029	3L	-	CG13029
FBgn0043532	CG30448	2R	Odorant-binding protein 56i	Obp56i
FBgn0053523	CG33523	3L	-	CG33523
FBgn0030349	CG10353	X	-	CG10353
FBgn0026411	CG11354	X	LIM homeobox 1	Lim1
FBgn0032218	CG5381	2L	-	CG5381
FBgn0033097	CG9430	2R	Zinc/iron regulated transporter-related protein 42C.2	Zip42C.2
FBgn0042127	CG18789	2L	-	CG18789
FBgn0262874	CG43229	X	-	CG43229
FBgn0038262	CG14857	3R	-	CG14857
FBgn0033469	CG12133	2R	-	CG12133
FBgn0264954	CG44123	X	forkhead domain 3F	fd3F
FBgn0031139	CG11227	X	-	CG11227
FBgn0261509	CG14351	2L	hattifattener	haf
FBgn0034345	CG5174	2R	-	CG5174
FBgn0267047	CG45491	X	-	CG45491
FBgn0030904	CG5988	X	unpaired 2	upd2
FBgn0030230	CG11556	X	Rabphilin	Rph
FBgn0011284	CG11276	3L	Ribosomal protein S4	RpS4
FBgn0026144	CG1435	X	sarcoplasmic calcium-binding protein	CBP
FBgn0259244	CG42342	3R	-	CG42342
FBgn0036135	CG7636	3L	mitochondrial ribosomal protein L2	mRpL2
FBgn0034140	CG8317	2R	Limostatin	Lst
FBgn0263395	CG7097	2R	happyhour	hppy
FBgn0039510	CG3339	3R	-	CG3339
FBgn0040354	CG14418	X	-	CG14418
FBgn0011336	CG7748	3R	Catalytic subunit 3B of the oligosaccharyltransferase complex	Stt3B
FBgn0053547	CG33547	3R	Rab3 interacting molecule	Rim
FBgn0250789	CG1977	3L	alpha Spectrin	alpha-Spec
FBgn0259736	CG42390	3R	-	CG42390
FBgn0261554	CG42672	2R	-	CG42672
FBgn0034878	CG3941	2R	pita	pita
FBgn0024728	CG1783	4	SLo interacting protein 1	Slip1
FBgn0263110	CG43367	3L	-	CG43367
FBgn0266696	CG45186	3L	Supervillin	Svil
FBgn0036368	CG10738	3L	-	CG10738
FBgn0086372	CG2520	3R	like-AP180	lap
FBgn0264695	CG17927	2L	Myosin heavy chain	Mhc
FBgn0085319	CG34290	3R	-	CG34290
FBgn0035715	CG10103	3L	-	Ist1
FBgn0263111	CG43368	X	cacophony	cac
FBgn0033159	CG17800	2R	Down syndrome cell adhesion molecule 1	Dscam1
FBgn0033929	CG8151	2R	Transcription factor B1	Tfb1
FBgn0033313	CG8639	2R	Calcium-independent receptor for alpha-latrotoxin	Cirl
FBgn0265998	CG42320	3R	Darkener of apricot	Doa
FBgn0030794	CG13005	X	-	CG13005
FBgn0000163	CG5055	X	bazooka	baz
FBgn0054034	CG34034	3R	-	CG34034
FBgn0031384	CG4238	2L	-	CG4238
FBgn0014141	CG3937	3R	cheerio	cher
FBgn0004698	CG8153	2R	Xeroderma pigmentosum, complementation group C	Xpc
FBgn0052708	CG32708	X	-	CG32708
FBgn0038402	CG5952	3R	48 related 2	Fer2
FBgn0262843	CG43207	2R	-	CG43207
FBgn0263257	CG43395	X	Cyclic nucleotide-gated ion channel-like	Cngl
FBgn0051974	CG31974	2L	-	CG31974
FBgn0263705	CG43657	X	Myosin 10A	Myo10A
FBgn0030349	CG10353	X	-	CG10353
FBgn0032151	CG4128	2L	nicotinic Acetylcholine Receptor alpha6	nAChRalpha6
FBgn0039136	CG5902	3R	-	CG5902
FBgn0030776	CG4653	X	-	CG4653
FBgn0026086	CG12598	X	Adenosine deaminase acting on RNA	Adar
FBgn0264087	CG43756	2L	Slowpoke binding protein	Slob
FBgn0032147	CG4026	2L	Inositol 1,4,5-triphosphate kinase 1	IP3K1
FBgn0051787	CG31787	2L	-	CG31787
FBgn0053100	CG33100	3R	eukaryotic translation initiation factor 4E homologous protein	eIF4EHP
FBgn0028408	CG1975	2R	DNA fragmentation factor-related protein 2	Drep2
FBgn0261885	CG7467	3R	osa	osa
FBgn0030400	CG11138	X	Protein interacting with Ttk69 and Sin3A	Pits
FBgn0060296	CG15860	2R	painless	pain
FBgn0262714	CG11006	3L	Sin3A-associated protein 130	Sap130
FBgn0038960	CG13855	3R	-	CG13855
FBgn0000464	CG10443	2L	Leukocyte-antigen-related-like	Lar
FBgn0028360	CG32742	X	Cdc7 kinase	Cdc7
FBgn0038490	CG5285	3R	Single-strand-selective monofunctional uracil-DNA glycosylase	Smug
FBgn0020412	CG6297	3L	JIL-1 kinase	JIL-1
FBgn0003261	CG10279	3R	Rm62	Rm62
FBgn0023215	CG13316	X	Mnt	Mnt
FBgn0051352	CG31352	3R	Uncoordinated 115a	Unc-115a
FBgn0037429	CG15189	3R	Osiris 19	Osi19
FBgn0036324	CG12520	3L	-	CG12520
FBgn0030486	CG1716	X	SET domain containing 2	Set2
FBgn0053777	CG33777	3L	-	CG33777
FBgn0050089	CG30089	2R	-	CG30089
FBgn0030674	CG8184	X	HECT, UBA and WWE domain containing E3 ubiquitin protein ligase 1	HUWE1
FBgn0052246	CG32246	3L	-	CG32246
FBgn0030674	CG8184	X	HECT, UBA and WWE domain containing E3 ubiquitin protein ligase 1	HUWE1
FBgn0011224	CG31000	3R	hephaestus	heph
FBgn0004854	CG5488	X	BarH2	B-H2
FBgn0034462	CG15905	2R	-	CG15905
FBgn0039217	CG13627	3R	-	CG13627
FBgn0039633	CG11873	3R	BRD4 interacting chromatin remodeling complex associated protein	Bicra
FBgn0262827	CG43198	X	-	CG43198
FBgn0261788	CG42734	3L	Ankyrin 2	Ank2
FBgn0040628	CG18672	3R	Carbonic anhydrase 16	CAH16
FBgn0030778	CG4678	X	-	CG4678
FBgn0036257	CG6811	3L	Rho GTPase activating protein at 68F	RhoGAP68F
FBgn0027356	CG8604	2R	Amphiphysin	Amph
FBgn0034282	CG5784	2R	Mapmodulin	Mapmodulin
FBgn0003300	CG1849	X	runt	run
FBgn0033323	CG12376	2R	-	CG12376
FBgn0286898	CG11098	2L	Transport and Golgi organization 1	Tango1
FBgn0035612	CG10625	3L	farmer	frm
FBgn0261991	CG42809	2L	-	CG42809
FBgn0263934	CG43722	2R	espinas	esn
FBgn0030747	CG4301	X	-	CG4301
FBgn0039730	CG7903	3R	-	CG7903
FBgn0036831	CG6839	3L	-	CG6839
FBgn0051933	CG31933	2L	-	CG31933
FBgn0085460	CG34431	2R	-	CG34431
FBgn0001078	CG4059	3L	ftz transcription factor 1	ftz-f1
FBgn0052706	CG32706	X	-	CG32706
FBgn0051619	CG31619	2L	no long nerve cord	nolo
FBgn0034172	CG6665	2R	-	CG6665
FBgn0036391	CG17364	3L	-	CG17364
FBgn0030803	CG4880	X	-	CG4880
FBgn0267435	CG1744	3R	chaoptin	chp
FBgn0029897	CG3203	X	Ribosomal protein L17	RpL17
FBgn0003091	CG6622	2R	Protein C kinase 53E	Pkc53E
FBgn0051352	CG31352	3R	Uncoordinated 115a	Unc-115a
FBgn0261994	CG42812	3R	-	CG42812
FBgn0031213	CG11372	2L	galectin	galectin
FBgn0014133	CG1822	X	bifocal	bif
FBgn0086757	CG4840	2R	centrosomin's beautiful sister	cbs
FBgn0020379	CG6312	3R	Rfx	Rfx
FBgn0261053	CG42601	3R	Cadherin 86C	Cad86C
FBgn0262127	CG33967	3R	kibra	kibra
FBgn0053329	CG33329	3R	Serine-peptidase 212	Sp212
FBgn0020378	CG1343	X	Sp1	Sp1
FBgn0036460	CG5114	3L	-	CG5114
FBgn0036821	CG3961	3L	-	CG3961
FBgn0086254	CG6084	3L	Aldo-keto reductase 1B	Akr1B
FBgn0054043	CG34043	2L	-	CG34043
FBgn0038405	CG8927	3R	-	CG8927
FBgn0026323	CG18492	X	TGF-beta activated kinase 1	Tak1
FBgn0030407	CG2543	X	Folylpolyglutamate synthase	Fpgs
FBgn0001215	CG9983	3R	Heterogeneous nuclear ribonucleoprotein at 98DE	Hrb98DE
FBgn0085218	CG34189	2R	-	CG34189
FBgn0036030	CG6767	3L	Phosphoribosyl pyrophosphate synthetase	Prps
FBgn0002565	CG6806	3L	Larval serum protein 2	Lsp2
FBgn0262593	CG43128	3L	Shaker cognate b	Shab
FBgn0031969	CG7228	2L	peste	pes
FBgn0033636	CG10897	2R	toutatis	tou
FBgn0263346	CG43427	3R	smallish	smash
FBgn0004380	CG10642	3L	Kinesin-like protein at 64D	Klp64D
FBgn0034031	CG12963	2R	-	CG12963
FBgn0263024	CG43319	3R	-	CG43319
FBgn0086778	CG32538	X	nicotinic Acetylcholine Receptor alpha7	nAChRalpha7
FBgn0263929	CG43162	3R	javelin-like	jvl
FBgn0034323	CG18537	2R	-	CG18537
FBgn0261788	CG42734	3L	Ankyrin 2	Ank2
FBgn0037796	CG12814	3R	-	CG12814
FBgn0022361	CG1507	4	Purine-rich binding protein-alpha	Pur-alpha
FBgn0053453	CG33453	2R	-	CG33453
FBgn0265487	CG33197	2R	muscleblind	mbl
FBgn0285892	CG30007	2R	telomere ends associated	tea
FBgn0265487	CG33197	2R	muscleblind	mbl
FBgn0000071	CG2198	3R	Amalgam	Ama
FBgn0031803	CG9501	2L	pickpocket 14	ppk14
FBgn0040068	CG7893	X	Vav guanine nucleotide exchange factor	Vav
FBgn0030038	CG1440	X	-	CG1440
FBgn0085412	CG34383	3R	kramer	kmr
FBgn0262614	CG43140	3R	polychaetoid	pyd
FBgn0037040	CG12983	3L	-	CG12983
FBgn0066304	CG33931	X	Rpp20	Rpp20
FBgn0028487	CG9611	3R	flyers-cup	f-cup
FBgn0032669	CG15155	2L	-	CG15155
FBgn0035213	CG2199	3L	-	CG2199
FBgn0052119	CG32119	3L	-	CG32119
FBgn0024234	CG5562	2R	glass bottom boat	gbb
FBgn0261244	CG33174	X	inactivation no afterpotential E	inaE
FBgn0052225	CG32225	3L	-	CG32225
FBgn0003048	CG3443	X	pecanex	pcx
FBgn0033474	CG1407	2R	-	CG1407
FBgn0039486	CG6074	3R	Carbonic anhydrase 9	CAH9
FBgn0250786	CG3733	2L	Chromodomain-helicase-DNA-binding protein 1	Chd1
FBgn0053557	CG33557	X	-	CG33557
FBgn0005666	CG32019	4	bent	bt
FBgn0003371	CG2621	X	shaggy	sgg
FBgn0263117	CG34377	3R	-	CG34377
FBgn0267905	CG46193	Y	-	CG46193
FBgn0032010	CG8086	2L	-	CG8086
FBgn0027598	CG31012	3R	CIN85 and CD2AP related	cindr
FBgn0051797	CG31797	2L	-	CG31797
FBgn0260934	CG8201	2R	par-1	par-1
FBgn0028550	CG11405	X	Activating transcription factor 3	Atf3
FBgn0259243	CG42341	3L	Protein kinase, cAMP-dependent, regulatory subunit type 1	Pka-R1
FBgn0037086	CG7202	3L	-	CG7202
FBgn0015569	CG1131	3R	alpha-Esterase-10	alpha-Est10
FBgn0085446	CG34417	X	-	CG34417
FBgn0085339	CG34310	2L	-	CG34310
FBgn0262679	CG43149	3L	-	CG43149
FBgn0263490	CG34100	3R	molting defective	mld
FBgn0000565	CG7266	3L	Methionine sulfoxide reductase A	MsrA
FBgn0039783	CG9720	3R	prolyl-4-hydroxylase-alpha NE2	PH4alphaNE2
FBgn0000711	CG2096	X	flapwing	flw
FBgn0051268	CG31268	3R	-	CG31268
FBgn0032126	CG13113	2L	-	CG13113
FBgn0001256	CG10717	3L	Ecdysone-inducible gene L1	ImpL1
FBgn0262819	CG43190	2R	-	CG43190
FBgn0083956	CG34120	X	-	CG34120
FBgn0031390	CG31671	2L	tho2	tho2
FBgn0262855	CG43219	3L	-	CG43219
FBgn0265597	CG44424	X	radish	rad
FBgn0039386	CG5948	3R	-	CG5948
FBgn0028646	CG2139	3R	aralar1	aralar1
FBgn0260943	CG32169	3L	RNA-binding protein 6	Rbp6
FBgn0052707	CG32707	X	Anaphase Promoting Complex subunit 4	APC4
FBgn0263387	CG43439	3L	-	CG43439
FBgn0037448	CG15186	3R	-	CG15186
FBgn0040553	CG14374	3R	-	CG14374
FBgn0264341	CG43797	2L	-	CG43797
FBgn0035917	CG6416	3L	Z band alternatively spliced PDZ-motif protein 66	Zasp66
FBgn0053325	CG33325	3R	-	CG33325
FBgn0036093	CG14154	3L	-	CG14154
FBgn0017550	CG2161	3R	Regena	Rga
FBgn0020912	CG1447	3R	Ptx1	Ptx1
FBgn0030731	CG3415	X	peroxisomal Multifunctional enzyme type 2	Mfe2
FBgn0032797	CG10186	2L	Hig-anchoring scaffold protein	Hasp
FBgn0262508	CG43078	3L	-	CG43078
FBgn0036837	CG18135	3L	-	CG18135
FBgn0023097	CG5206	3R	bonus	bon
FBgn0261802	CG42748	2L	-	CG42748
FBgn0001142	CG2718	2L	Glutamine synthetase 1	Gs1
FBgn0262475	CG43065	2L	bruno 2	bru2
FBgn0263256	CG43394	2L	-	CG43394
FBgn0005536	CG32156	3L	Myosin binding subunit	Mbs
FBgn0037174	CG14457	3L	-	CG14457
FBgn0263131	CG43373	3L	-	CG43373
FBgn0287724	CG42403	2L	Ca2+-channel-protein-beta-subunit	Ca-beta
FBgn0263072	CG43347	X	-	CG43347
FBgn0266579	CG45110	3R	tau	tau
FBgn0263076	CG43323	2R	Kinesin-like protein at 54D	Klp54D
FBgn0036967	CG6597	3L	Squamous cell carcinoma-related oncogene 4	SCCRO4
FBgn0085236	CG34207	2R	-	CG34207
FBgn0039269	CG7662	3R	veli	veli
FBgn0259174	CG42279	3L	Nedd4	Nedd4
FBgn0038811	CG4159	3R	Pseudouridine synthase 1	Pus1
FBgn0052602	CG32602	X	Mucin 12Ea	Muc12Ea
FBgn0040257	CG4739	3R	UDP-glycosyltransferase family 302 member E1	Ugt302E1
FBgn0050178	CG30178	2R	-	CG30178
FBgn0030869	CG8146	X	Suppressor of Cytokine Signaling at 16D	Socs16D
FBgn0037553	CG18249	3R	-	CG18249
FBgn0011224	CG31000	3R	hephaestus	heph
FBgn0041243	CG1712	2R	Gustatory receptor 43a	Gr43a
FBgn0086447	CG10685	2L	RNA polymerase I and III subunit D	Polr1D
FBgn0023000	CG6936	3L	methuselah	mth
FBgn0036191	CG7334	3L	Sugar baby	Sugb
FBgn0010434	CG11949	2R	coracle	cora
FBgn0037040	CG12983	3L	-	CG12983
FBgn0032122	CG31883	2L	-	CG31883
FBgn0266098	CG44835	X	rugose	rg
FBgn0264001	CG43744	3L	bruno 3	bru3
FBgn0266443	CG45073	3R	-	CG45073
FBgn0011286	CG10844	2R	Ryanodine receptor	RyR
FBgn0083967	CG34131	3R	Muted	Muted
FBgn0036272	CG4300	3L	Spermine synthase	Sms
FBgn0027528	CG9634	X	gone early	goe
FBgn0010328	CG5965	3R	without children	woc
FBgn0053966	CG33966	3L	-	CG33966
FBgn0053690	CG33690	3L	daedalus on 3	dls
FBgn0267821	CG5102	2L	daughterless	da
FBgn0266696	CG45186	3L	Supervillin	Svil
FBgn0052103	CG32103	3L	Short Calcium-binding Mitochondrial Carrier	SCaMC
FBgn0262733	CG7524	3L	Src oncogene at 64B	Src64B
FBgn0030301	CG1745	X	Heterochromatin protein 5	HP5
FBgn0004595	CG17228	3R	prospero	pros
