##Dmel_gene_ID,Dmel_gene_symbol,Human_gene_HGNC_ID,Human_gene_OMIM_ID,Human_gene_symbol,DIOPT_score,OMIM_Phenotype_IDs,OMIM_Phenotype_IDs[name]
FBgn0028737,eEF1beta,HGNC:3208,OMIM:600655,EEF1B2,15,,
FBgn0028737,eEF1beta,HGNC:3211,OMIM:130592,EEF1D,4,,
FBgn0004784,inaC,HGNC:9412,OMIM:176982,PRKCZ,3,,
FBgn0004784,inaC,HGNC:9404,OMIM:600539,PRKCI,3,,
FBgn0004784,inaC,HGNC:9395,OMIM:176970,PRKCB,8,,
FBgn0004784,inaC,HGNC:9402,OMIM:176980,PRKCG,8,605361,605361[SPINOCEREBELLAR ATAXIA 14; SCA14]
FBgn0004784,inaC,HGNC:9393,OMIM:176960,PRKCA,8,,
FBgn0034176,ste24a,HGNC:12877,OMIM:606480,ZMPSTE24,15,"275,210,608,612","275210[RESTRICTIVE DERMOPATHY, LETHAL],608612[MANDIBULOACRAL DYSPLASIA WITH TYPE B LIPODYSTROPHY; MADB]"
FBgn0034175,ste24b,HGNC:12877,OMIM:606480,ZMPSTE24,7,"275,210,608,612","275210[RESTRICTIVE DERMOPATHY, LETHAL],608612[MANDIBULOACRAL DYSPLASIA WITH TYPE B LIPODYSTROPHY; MADB]"
FBgn0034173,CG9010,HGNC:24864,OMIM:609169,GAPDHS,5,,
FBgn0034173,CG9010,HGNC:4141,OMIM:138400,GAPDH,6,,
FBgn0010213,Sod2,HGNC:11180,OMIM:147460,SOD2,13,612634,"612634[MICROVASCULAR COMPLICATIONS OF DIABETES, SUSCEPTIBILITY TO, 6; MVCD6]"
FBgn0034132,S-Lap8,HGNC:18449,OMIM:170250,LAP3,9,,
FBgn0034132,S-Lap8,HGNC:16244,,NPEPL1,3,,
FBgn0003274,RpLP2,HGNC:10377,OMIM:180530,RPLP2,12,,
FBgn0013763,Idgf6,HGNC:8524,OMIM:603578,OVGP1,4,,
FBgn0013763,Idgf6,HGNC:1932,OMIM:601525,CHI3L1,4,"181,500,611,960","181500[SCHIZOPHRENIA; SCZD],611960[ASTHMA-RELATED TRAITS, SUSCEPTIBILITY TO, 7; ASRT7]"
FBgn0013763,Idgf6,HGNC:1936,OMIM:600031,CHIT1,4,614122,614122[CHITOTRIOSIDASE DEFICIENCY; CHITD]
FBgn0013763,Idgf6,HGNC:17432,OMIM:606080,CHIA,3,,
FBgn0013763,Idgf6,HGNC:1933,OMIM:601526,CHI3L2,3,,
FBgn0050463,Pgant9,HGNC:4123,OMIM:602273,GALNT1,3,,
FBgn0050463,Pgant9,HGNC:19877,OMIM:610290,GALNT12,6,608812,"608812[COLORECTAL CANCER, SUSCEPTIBILITY TO, 1; CRCS1]"
FBgn0050463,Pgant9,HGNC:4125,OMIM:601756,GALNT3,4,211900,"211900[TUMORAL CALCINOSIS, HYPERPHOSPHATEMIC, FAMILIAL, 1; HFTC1]"
FBgn0050463,Pgant9,HGNC:4126,OMIM:603565,GALNT4,3,,
FBgn0050463,Pgant9,HGNC:4127,OMIM:615129,GALNT5,5,,
FBgn0050463,Pgant9,HGNC:23242,OMIM:608369,GALNT13,4,,
FBgn0050463,Pgant9,HGNC:4128,OMIM:605148,GALNT6,4,,
FBgn0050463,Pgant9,HGNC:42957,,POC1B-GALNT4,5,,
FBgn0050463,Pgant9,HGNC:30488,OMIM:615136,GALNT18,3,,
FBgn0050463,Pgant9,HGNC:4130,OMIM:606250,GALNT8,3,,
FBgn0050463,Pgant9,HGNC:4131,OMIM:606251,GALNT9,3,,
FBgn0050463,Pgant9,HGNC:16347,OMIM:615137,GALNT17,3,,
FBgn0050463,Pgant9,HGNC:21531,OMIM:615131,GALNT15,4,,
FBgn0034142,CG8306,HGNC:26222,OMIM:616107,FAR1,6,"616,154,619,338","616154[PEROXISOMAL FATTY ACYL-CoA REDUCTASE 1 DISORDER; PFCRD],619338[CATARACTS, SPASTIC PARAPARESIS, AND SPEECH DELAY; CSPSD]"
FBgn0034142,CG8306,HGNC:25531,OMIM:616156,FAR2,6,,
FBgn0034138,RpS15,HGNC:10388,OMIM:180535,RPS15,13,,
FBgn0034127,CG7848,HGNC:6985,OMIM:604626,ME3,7,,
FBgn0034127,CG7848,HGNC:6984,OMIM:154270,ME2,7,,
FBgn0034127,CG7848,HGNC:6983,OMIM:154250,ME1,8,,
FBgn0034117,CG7997,HGNC:4296,OMIM:300644,GLA,12,301500,301500[FABRY DISEASE]
FBgn0034117,CG7997,HGNC:7631,OMIM:104170,NAGA,12,"609,241,609,242","609241[SCHINDLER DISEASE, TYPE I],609242[KANZAKI DISEASE]"
FBgn0034105,CG7755,HGNC:5386,OMIM:300089,IDH3G,4,,
FBgn0001308,Khc,HGNC:6324,OMIM:602809,KIF5B,15,,
FBgn0001308,Khc,HGNC:6323,OMIM:602821,KIF5A,12,"604,187,617,235,617,000","604187[SPASTIC PARAPLEGIA 10, AUTOSOMAL DOMINANT; SPG10],617235[MYOCLONUS, INTRACTABLE, NEONATAL; NEIMY],617921[AMYOTROPHIC LATERAL SCLEROSIS, SUSCEPTIBILITY TO, 25; ALS25]"
FBgn0001308,Khc,HGNC:6325,OMIM:604593,KIF5C,12,615282,"615282[CORTICAL DYSPLASIA, COMPLEX, WITH OTHER BRAIN MALFORMATIONS 2; CDCBM2]"
FBgn0050093,COX6AL,HGNC:2277,OMIM:602072,COX6A1,11,616039,"616039[CHARCOT-MARIE-TOOTH DISEASE, RECESSIVE INTERMEDIATE D; CMTRID]"
FBgn0050093,COX6AL,HGNC:2279,OMIM:602009,COX6A2,10,619062,"619062[MITOCHONDRIAL COMPLEX IV DEFICIENCY, NUCLEAR TYPE 18; MC4DN18]"
FBgn0034059,CG8320,HGNC:25015,,TMEM208,14,,
FBgn0014020,Rho1,HGNC:669,OMIM:165380,RHOC,12,,
FBgn0014020,Rho1,HGNC:668,OMIM:165370,RHOB,9,,
FBgn0014020,Rho1,HGNC:667,OMIM:165390,RHOA,13,618727,"618727[ECTODERMAL DYSPLASIA WITH FACIAL DYSMORPHISM AND ACRAL, OCULAR, AND BRAIN ANOMALIES; EDFAOB]"
FBgn0014020,Rho1,HGNC:670,OMIM:605781,RHOD,3,,
FBgn0001124,Got1,HGNC:4433,OMIM:138150,GOT2,5,618721,618721[DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 82; DEE82]
FBgn0001124,Got1,HGNC:4432,OMIM:138180,GOT1,13,614419,"614419[ASPARTATE AMINOTRANSFERASE, SERUM LEVEL OF, QUANTITATIVE TRAIT LOCUS 1]"
FBgn0001124,Got1,HGNC:28487,,GOT1L1,5,,
FBgn0034087,clu,HGNC:29094,OMIM:616184,CLUH,13,,
FBgn0034073,CG8414,HGNC:26265,,NOL9,9,,
FBgn0010590,Prosbeta1,HGNC:9543,OMIM:600307,PSMB6,13,,
FBgn0010590,Prosbeta1,HGNC:9546,OMIM:177045,PSMB9,8,617591,617591[PROTEASOME-ASSOCIATED AUTOINFLAMMATORY SYNDROME 3; PRAAS3]
FBgn0020236,ATPCL,HGNC:115,OMIM:108728,ACLY,15,,
FBgn0022160,Gpo1,HGNC:4456,OMIM:138430,GPD2,13,125853,125853[TYPE 2 DIABETES MELLITUS; T2D]
FBgn0022097,Vha36-1,HGNC:13527,OMIM:609398,ATP6V1D,14,,
FBgn0024754,Flo1,HGNC:3757,OMIM:606998,FLOT1,13,,
FBgn0019968,Khc-73,HGNC:16636,OMIM:605995,KIF1B,3,"118,210,171,300,256,000","118210[CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYPE 2A1; CMT2A1],171300[PHEOCHROMOCYTOMA],256700[NEUROBLASTOMA, SUSCEPTIBILITY TO, 1; NBLST1]"
FBgn0019968,Khc-73,HGNC:14405,OMIM:607350,KIF13B,12,,
FBgn0019968,Khc-73,HGNC:14566,OMIM:605433,KIF13A,13,,
FBgn0034007,ND-51L2,HGNC:7716,OMIM:161015,NDUFV1,7,618225,"618225[MITOCHONDRIAL COMPLEX I DEFICIENCY, NUCLEAR TYPE 4; MC1DN4]"
FBgn0001187,Hex-C,HGNC:23302,OMIM:617221,HKDC1,8,,
FBgn0001187,Hex-C,HGNC:4922,OMIM:142600,HK1,9,"235,700,605,285,617,000,000,000","235700[HEMOLYTIC ANEMIA, NONSPHEROCYTIC, DUE TO HEXOKINASE DEFICIENCY],605285[NEUROPATHY, HEREDITARY MOTOR AND SENSORY, RUSSE TYPE; HMSNR],617460[RETINITIS PIGMENTOSA 79; RP79],618547[NEURODEVELOPMENTAL DISORDER WITH VISUAL DEFECTS AND BRAIN ANOMALIES; NEDVIBA]"
FBgn0001187,Hex-C,HGNC:4923,OMIM:601125,HK2,8,,
FBgn0001187,Hex-C,HGNC:4925,OMIM:142570,HK3,8,,
FBgn0001187,Hex-C,HGNC:4195,OMIM:138079,GCK,12,"125,851,125,853,602,000,000,000","125851[MATURITY-ONSET DIABETES OF THE YOUNG, TYPE 2; MODY2],125853[TYPE 2 DIABETES MELLITUS; T2D],602485[HYPERINSULINEMIC HYPOGLYCEMIA, FAMILIAL, 3; HHF3],606176[DIABETES MELLITUS, PERMANENT NEONATAL, 1; PNDM1]"
FBgn0033984,Lap1,HGNC:18531,OMIM:614453,LRRC7,8,,
FBgn0033984,Lap1,HGNC:15842,OMIM:606944,ERBIN,8,,
FBgn0033989,CG7639,HGNC:24276,OMIM:612058,SAMM50,13,,
FBgn0027596,Kank,HGNC:19309,OMIM:607704,KANK1,10,612900,"612900[CEREBRAL PALSY, SPASTIC QUADRIPLEGIC, 2; CPSQ2]"
FBgn0027596,Kank,HGNC:29300,OMIM:614610,KANK2,10,"616,099,617,783","616099[PALMOPLANTAR KERATODERMA AND WOOLLY HAIR; PPKWH],617783[NEPHROTIC SYNDROME, TYPE 16; NPHS16]"
FBgn0027596,Kank,HGNC:24796,OMIM:614611,KANK3,7,,
FBgn0027596,Kank,HGNC:27263,OMIM:614612,KANK4,7,,
FBgn0033961,ND-B15,HGNC:7699,OMIM:603840,NDUFB4,8,,
FBgn0015714,Cyp6a17,HGNC:2638,OMIM:605325,CYP3A5,7,145500,"145500[HYPERTENSION, ESSENTIAL]"
FBgn0015714,Cyp6a17,HGNC:17450,OMIM:606534,CYP3A43,7,,
FBgn0015714,Cyp6a17,HGNC:11609,OMIM:274180,TBXAS1,5,231095,231095[GHOSAL HEMATODIAPHYSEAL DYSPLASIA; GHDD]
FBgn0015714,Cyp6a17,HGNC:2637,OMIM:124010,CYP3A4,6,619073,"619073[VITAMIN D-DEPENDENT RICKETS, TYPE 3; VDDR3]"
FBgn0015714,Cyp6a17,HGNC:51504,,CYP3A7-CYP3A51P,5,,
FBgn0033978,Cyp6a23,HGNC:2638,OMIM:605325,CYP3A5,6,145500,"145500[HYPERTENSION, ESSENTIAL]"
FBgn0033978,Cyp6a23,HGNC:17450,OMIM:606534,CYP3A43,6,,
FBgn0033978,Cyp6a23,HGNC:11609,OMIM:274180,TBXAS1,6,231095,231095[GHOSAL HEMATODIAPHYSEAL DYSPLASIA; GHDD]
FBgn0033978,Cyp6a23,HGNC:2637,OMIM:124010,CYP3A4,7,619073,"619073[VITAMIN D-DEPENDENT RICKETS, TYPE 3; VDDR3]"
FBgn0033978,Cyp6a23,HGNC:51504,,CYP3A7-CYP3A51P,5,,
FBgn0027783,SMC2,HGNC:14011,OMIM:605576,SMC2,14,,
FBgn0033969,Pgm2b,HGNC:8906,OMIM:172000,PGM2,11,,
FBgn0033969,Pgm2b,HGNC:20898,OMIM:611610,PGM2L1,11,,
FBgn0028689,Rpn6,HGNC:9556,OMIM:604449,PSMD11,14,,
FBgn0033952,Adgf-E,HGNC:1839,OMIM:607575,ADA2,11,"182,410,615,688","182410[SNEDDON SYNDROME; SNDNS],615688[VASCULITIS, AUTOINFLAMMATION, IMMUNODEFICIENCY, AND HEMATOLOGIC DEFECTS SYNDROME; VAIHS]"
FBgn0010638,Sec61beta,HGNC:16993,OMIM:609214,SEC61B,14,,
FBgn0010397,LamC,HGNC:6637,OMIM:150340,LMNB1,11,"169,500,619,179","169500[LEUKODYSTROPHY, DEMYELINATING, ADULT-ONSET, AUTOSOMAL DOMINANT; ADLD],619179[MICROCEPHALY 26, PRIMARY, AUTOSOMAL DOMINANT; MCPH26]"
FBgn0010397,LamC,HGNC:6636,OMIM:150330,LMNA,12,"115,200,151,660,176,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000","115200[CARDIOMYOPATHY, DILATED, 1A; CMD1A],151660[LIPODYSTROPHY, FAMILIAL PARTIAL, TYPE 2; FPLD2],176670[HUTCHINSON-GILFORD PROGERIA SYNDROME; HGPS],181350[EMERY-DREIFUSS MUSCULAR DYSTROPHY 2, AUTOSOMAL DOMINANT; EDMD2],212112[CARDIOMYOPATHY, DILATED, WITH HYPERGONADOTROPIC HYPOGONADISM],248370[MANDIBULOACRAL DYSPLASIA WITH TYPE A LIPODYSTROPHY; MADA],275210[RESTRICTIVE DERMOPATHY, LETHAL],605588[CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYPE 2B1; CMT2B1],610140[HEART-HAND SYNDROME, SLOVENIAN TYPE],613205[MUSCULAR DYSTROPHY, CONGENITAL, LMNA-RELATED],616516[EMERY-DREIFUSS MUSCULAR DYSTROPHY 3, AUTOSOMAL RECESSIVE; EDMD3]"
FBgn0010397,LamC,HGNC:6638,OMIM:150341,LMNB2,12,"608,709,616,540,619,000","608709[LIPODYSTROPHY, PARTIAL, ACQUIRED, SUSCEPTIBILITY TO; APLD],616540[EPILEPSY, PROGRESSIVE MYOCLONIC, 9; EPM9],619180[MICROCEPHALY 27, PRIMARY, AUTOSOMAL DOMINANT; MCPH27]"
FBgn0033903,CG8323,HGNC:31921,OMIM:610818,SLC25A35,12,,
FBgn0033903,CG8323,HGNC:27653,OMIM:610817,SLC25A34,13,,
FBgn0033906,ReepB,HGNC:30078,OMIM:609346,REEP6,11,617304,617304[RETINITIS PIGMENTOSA 77; RP77]
FBgn0033906,ReepB,HGNC:30077,OMIM:125265,REEP5,14,,
FBgn0001220,Hsc70-5,HGNC:5233,OMIM:603012,HSPA1B,3,,
FBgn0001220,Hsc70-5,HGNC:5234,OMIM:140559,HSPA1L,3,,
FBgn0001220,Hsc70-5,HGNC:5238,OMIM:138120,HSPA5,3,,
FBgn0001220,Hsc70-5,HGNC:5244,OMIM:600548,HSPA9,15,"182,170,616,854","182170[ANEMIA, SIDEROBLASTIC, 4; SIDBA4],616854[EVEN-PLUS SYNDROME; EVPLS]"
FBgn0001220,Hsc70-5,HGNC:5239,OMIM:140555,HSPA6,3,,
FBgn0001220,Hsc70-5,HGNC:5235,OMIM:140560,HSPA2,3,,
FBgn0001220,Hsc70-5,HGNC:5241,OMIM:600816,HSPA8,3,,
FBgn0033912,RpS23,HGNC:10410,OMIM:603683,RPS23,14,617412,"617412[BRACHYCEPHALY, TRICHOMEGALY, AND DEVELOPMENTAL DELAY; BTDD]"
FBgn0033902,eIF3m,HGNC:24460,OMIM:609641,EIF3M,13,,
FBgn0033900,CysRS-m,HGNC:1493,OMIM:123859,CARS1,3,618891,"618891[MICROCEPHALY, DEVELOPMENTAL DELAY, AND BRITTLE HAIR SYNDROME; MDBH]"
FBgn0033900,CysRS-m,HGNC:25695,OMIM:612800,CARS2,15,616672,616672[COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 27; COXPD27]
FBgn0013770,Cp1,HGNC:2538,OMIM:603308,CTSV,10,,
FBgn0013770,Cp1,HGNC:2537,OMIM:116880,CTSL,8,,
FBgn0013770,Cp1,HGNC:2536,OMIM:601105,CTSK,3,265800,265800[PYCNODYSOSTOSIS]
FBgn0013770,Cp1,HGNC:2545,OMIM:116845,CTSS,3,,
FBgn0033886,Rpn13,HGNC:15759,OMIM:610650,ADRM1,13,,
FBgn0033885,DJ-1alpha,HGNC:16369,OMIM:602533,PARK7,14,606324,"606324[PARKINSON DISEASE 7, AUTOSOMAL RECESSIVE EARLY-ONSET; PARK7]"
FBgn0013733,shot,HGNC:1090,OMIM:113810,DST,11,"614,653,615,425","614653[NEUROPATHY, HEREDITARY SENSORY AND AUTONOMIC, TYPE VI; HSAN6],615425[EPIDERMOLYSIS BULLOSA SIMPLEX, AUTOSOMAL RECESSIVE 2; EBSB2]"
FBgn0013733,shot,HGNC:3052,OMIM:125647,DSP,3,"605,676,607,450,607,000,000,000,000,000,000,000","605676[CARDIOMYOPATHY, DILATED, WITH WOOLLY HAIR AND KERATODERMA; DCWHK],607450[ARRHYTHMOGENIC RIGHT VENTRICULAR DYSPLASIA, FAMILIAL, 8; ARVD8],607655[SKIN FRAGILITY-WOOLLY HAIR SYNDROME; SFWHS],609638[EPIDERMOLYSIS BULLOSA, LETHAL ACANTHOLYTIC; EBLA],612908[KERATOSIS PALMOPLANTARIS STRIATA II; PPKS2],615821[CARDIOMYOPATHY, DILATED, WITH WOOLLY HAIR, KERATODERMA, AND TOOTH AGENESIS; DCWHKTA]"
FBgn0013733,shot,HGNC:9069,OMIM:601282,PLEC,4,"131,950,226,670,612,000,000,000,000,000","131950[EPIDERMOLYSIS BULLOSA SIMPLEX, OGNA TYPE; EBSOG],226670[EPIDERMOLYSIS BULLOSA SIMPLEX WITH MUSCULAR DYSTROPHY; EBSMD],612138[EPIDERMOLYSIS BULLOSA SIMPLEX WITH PYLORIC ATRESIA; EBSPA],613723[MUSCULAR DYSTROPHY, LIMB-GIRDLE, AUTOSOMAL RECESSIVE 17; LGMDR17],616487[EPIDERMOLYSIS BULLOSA SIMPLEX WITH NAIL DYSTROPHY; EBSND]"
FBgn0013733,shot,HGNC:13664,OMIM:608271,MACF1,10,618325,618325[LISSENCEPHALY 9 WITH COMPLEX BRAINSTEM MALFORMATION; LIS9]
FBgn0033883,CG16935,HGNC:19691,OMIM:608205,MECR,15,617282,"617282[DYSTONIA, CHILDHOOD-ONSET, WITH OPTIC ATROPHY AND BASAL GANGLIA ABNORMALITIES; DYTOABG]"
FBgn0033860,S-Lap5,HGNC:18449,OMIM:170250,LAP3,9,,
FBgn0033879,Echs1,HGNC:3151,OMIM:602292,ECHS1,15,616277,616277[MITOCHONDRIAL SHORT-CHAIN ENOYL-CoA HYDRATASE 1 DEFICIENCY; ECHS1D]
FBgn0033868,S-Lap7,HGNC:18449,OMIM:170250,LAP3,9,,
FBgn0033846,mip120,HGNC:7446,OMIM:604374,TESMIN,6,,
FBgn0033846,mip120,HGNC:25397,OMIM:613367,LIN54,10,,
FBgn0024556,mEFTu1,HGNC:12420,OMIM:602389,TUFM,13,610678,610678[COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 4; COXPD4]
FBgn0014877,Roe1,HGNC:21060,OMIM:618545,GRPEL2,8,,
FBgn0014877,Roe1,HGNC:19696,OMIM:606173,GRPEL1,14,,
FBgn0033856,CG13334,HGNC:28335,OMIM:618928,LDHAL6A,7,,
FBgn0033856,CG13334,HGNC:6544,OMIM:150150,LDHC,7,,
FBgn0033856,CG13334,HGNC:21481,,LDHAL6B,6,,
FBgn0033856,CG13334,HGNC:6541,OMIM:150100,LDHB,8,614128,614128[LACTATE DEHYDROGENASE B DEFICIENCY; LDHBD]
FBgn0033856,CG13334,HGNC:6535,OMIM:150000,LDHA,7,612933,612933[GLYCOGEN STORAGE DISEASE XI; GSD11]
FBgn0027581,CG6191,HGNC:16143,OMIM:618772,CABLES2,8,,
FBgn0027581,CG6191,HGNC:25097,OMIM:609194,CABLES1,10,,
FBgn0053138,AGBE,HGNC:4180,OMIM:607839,GBE1,14,"232,500,263,570","232500[GLYCOGEN STORAGE DISEASE IV; GSD4],263570[POLYGLUCOSAN BODY NEUROPATHY, ADULT FORM; APBN]"
FBgn0027079,ValRS,HGNC:12651,OMIM:192150,VARS,15,617802,"617802[NEURODEVELOPMENTAL DISORDER WITH MICROCEPHALY, SEIZURES, AND CORTICAL ATROPHY; NDMSCA]"
FBgn0027079,ValRS,HGNC:21642,OMIM:612802,VARS2,5,615917,615917[COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 20; COXPD20]
FBgn0011763,Dp,HGNC:11751,OMIM:602160,TFDP2,11,,
FBgn0011763,Dp,HGNC:11749,OMIM:189902,TFDP1,11,,
FBgn0011763,Dp,HGNC:24603,OMIM:300772,TFDP3,9,,
FBgn0033819,CG4714,HGNC:26900,OMIM:619347,CCDC96,3,,
FBgn0033814,Qsox1,HGNC:9756,OMIM:603120,QSOX1,14,,
FBgn0033814,Qsox1,HGNC:30249,OMIM:612860,QSOX2,14,,
FBgn0033799,GLaz,HGNC:612,OMIM:107740,APOD,4,,
FBgn0020370,TppII,HGNC:12016,OMIM:190470,TPP2,15,619220,619220[IMMUNODEFICIENCY 78 WITH AUTOIMMUNITY AND DEVELOPMENTAL DELAY; IMD78]
FBgn0033794,CG13326,HGNC:30964,OMIM:611226,ARMC3,9,,
FBgn0002069,AspRS,HGNC:2678,OMIM:603084,DARS,15,615281,615281[HYPOMYELINATION WITH BRAINSTEM AND SPINAL CORD INVOLVEMENT AND LEG SPASTICITY; HBSL]
FBgn0033778,Balat,HGNC:25417,OMIM:611699,SVOP,3,,
FBgn0033778,Balat,HGNC:8494,OMIM:604047,SLC22A13,5,,
FBgn0033778,Balat,HGNC:10970,OMIM:607582,SLC22A6,5,,
FBgn0033778,Balat,HGNC:20302,OMIM:608276,SLC22A16,5,,
FBgn0033778,Balat,HGNC:10968,OMIM:604190,SLC22A4,7,180300,180300[RHEUMATOID ARTHRITIS; RA]
FBgn0033778,Balat,HGNC:10969,OMIM:603377,SLC22A5,7,212140,"212140[CARNITINE DEFICIENCY, SYSTEMIC PRIMARY; CDSP]"
FBgn0033778,Balat,HGNC:8495,OMIM:604048,SLC22A14,4,,
FBgn0033778,Balat,HGNC:10971,OMIM:604995,SLC22A7,5,,
FBgn0033778,Balat,HGNC:10972,OMIM:607581,SLC22A8,5,,
FBgn0033778,Balat,HGNC:10966,OMIM:602608,SLC22A2,4,,
FBgn0033778,Balat,HGNC:21106,OMIM:611697,SLC22A23,3,,
FBgn0033778,Balat,HGNC:32935,OMIM:610792,SLC22A25,5,,
FBgn0033778,Balat,HGNC:10963,OMIM:602607,SLC22A1,4,,
FBgn0033778,Balat,HGNC:10967,OMIM:604842,SLC22A3,4,,
FBgn0033778,Balat,HGNC:23095,OMIM:611461,SLC22A17,3,,
FBgn0033778,Balat,HGNC:17989,OMIM:607096,SLC22A12,5,220150,"220150[HYPOURICEMIA, RENAL, 1; RHUC1]"
FBgn0033778,Balat,HGNC:27091,,SLC22A31,3,,
FBgn0033778,Balat,HGNC:18120,OMIM:607097,SLC22A11,4,,
FBgn0033778,Balat,HGNC:16261,OMIM:607579,SLC22A9,4,,
FBgn0033778,Balat,HGNC:28542,OMIM:611698,SLC22A24,4,,
FBgn0033778,Balat,HGNC:18057,OMIM:607580,SLC22A10,4,,
FBgn0050486,CG30486,HGNC:8946,OMIM:607076,PI15,3,,
FBgn0050486,CG30486,HGNC:16249,,R3HDML,3,,
FBgn0050486,CG30486,HGNC:21245,,PI16,5,,
FBgn0050486,CG30486,HGNC:17001,OMIM:602692,GLIPR1,3,,
FBgn0050486,CG30486,HGNC:28392,OMIM:610395,GLIPR1L1,4,,
FBgn0050486,CG30486,HGNC:25248,OMIM:612434,CRISPLD2,3,,
FBgn0050486,CG30486,HGNC:16904,OMIM:618062,CRISP3,4,,
FBgn0050486,CG30486,HGNC:304,OMIM:601193,CRISP1,4,,
FBgn0050486,CG30486,HGNC:12024,OMIM:187430,CRISP2,4,,
FBgn0050486,CG30486,HGNC:33849,OMIM:616572,CLEC18B,4,,
FBgn0050486,CG30486,HGNC:30388,OMIM:616571,CLEC18A,3,,
FBgn0050488,antr,HGNC:8946,OMIM:607076,PI15,3,,
FBgn0050488,antr,HGNC:16249,,R3HDML,3,,
FBgn0050488,antr,HGNC:21245,,PI16,4,,
FBgn0050488,antr,HGNC:28392,OMIM:610395,GLIPR1L1,4,,
FBgn0050488,antr,HGNC:25248,OMIM:612434,CRISPLD2,3,,
FBgn0050488,antr,HGNC:16904,OMIM:618062,CRISP3,3,,
FBgn0050488,antr,HGNC:304,OMIM:601193,CRISP1,3,,
FBgn0050488,antr,HGNC:12024,OMIM:187430,CRISP2,3,,
FBgn0050488,antr,HGNC:33849,OMIM:616572,CLEC18B,3,,
FBgn0050488,antr,HGNC:30388,OMIM:616571,CLEC18A,3,,
FBgn0027356,Amph,HGNC:471,OMIM:600418,AMPH,11,,
FBgn0027356,Amph,HGNC:1052,OMIM:601248,BIN1,12,255200,"255200[MYOPATHY, CENTRONUCLEAR, 2; CNM2]"
FBgn0027356,Amph,HGNC:1053,OMIM:605936,BIN2,7,,
FBgn0027356,Amph,HGNC:1054,OMIM:606396,BIN3,3,,
FBgn0004435,Galphaq,HGNC:4379,OMIM:139313,GNA11,11,"145,981,615,361","145981[HYPOCALCIURIC HYPERCALCEMIA, FAMILIAL, TYPE II; HHC2],615361[HYPOCALCEMIA, AUTOSOMAL DOMINANT 2; HYPOC2]"
FBgn0004435,Galphaq,HGNC:4390,OMIM:600998,GNAQ,12,"163,000,185,300","163000[CAPILLARY MALFORMATIONS, CONGENITAL; CMC],185300[STURGE-WEBER SYNDROME; SWS]"
FBgn0004435,Galphaq,HGNC:4394,OMIM:139340,GNAT2,3,613856,613856[ACHROMATOPSIA 4; ACHM4]
FBgn0004435,Galphaq,HGNC:4395,OMIM:139160,GNAZ,3,,
FBgn0004435,Galphaq,HGNC:4382,OMIM:604397,GNA14,7,,
FBgn0004435,Galphaq,HGNC:22800,OMIM:139395,GNAT3,3,,
FBgn0004435,Galphaq,HGNC:4383,OMIM:139314,GNA15,3,,
FBgn0050054,CG30054,HGNC:4387,OMIM:139370,GNAI3,3,602483,602483[AURICULOCONDYLAR SYNDROME 1; ARCND1]
FBgn0050054,CG30054,HGNC:4379,OMIM:139313,GNA11,7,"145,981,615,361","145981[HYPOCALCIURIC HYPERCALCEMIA, FAMILIAL, TYPE II; HHC2],615361[HYPOCALCEMIA, AUTOSOMAL DOMINANT 2; HYPOC2]"
FBgn0050054,CG30054,HGNC:4381,OMIM:604406,GNA13,4,,
FBgn0050054,CG30054,HGNC:4390,OMIM:600998,GNAQ,7,"163,000,185,300","163000[CAPILLARY MALFORMATIONS, CONGENITAL; CMC],185300[STURGE-WEBER SYNDROME; SWS]"
FBgn0050054,CG30054,HGNC:4385,OMIM:139360,GNAI2,3,192605,"192605[VENTRICULAR TACHYCARDIA, FAMILIAL]"
FBgn0050054,CG30054,HGNC:4394,OMIM:139340,GNAT2,3,613856,613856[ACHROMATOPSIA 4; ACHM4]
FBgn0050054,CG30054,HGNC:4388,OMIM:139312,GNAL,3,615073,615073[DYSTONIA 25; DYT25]
FBgn0050054,CG30054,HGNC:4380,OMIM:604394,GNA12,3,,
FBgn0050054,CG30054,HGNC:4395,OMIM:139160,GNAZ,4,,
FBgn0050054,CG30054,HGNC:4382,OMIM:604397,GNA14,5,,
FBgn0050054,CG30054,HGNC:22800,OMIM:139395,GNAT3,4,,
FBgn0050054,CG30054,HGNC:4393,OMIM:139330,GNAT1,3,"610,444,616,389","610444[NIGHT BLINDNESS, CONGENITAL STATIONARY, AUTOSOMAL DOMINANT 3; CSNBAD3],616389[NIGHT BLINDNESS, CONGENITAL STATIONARY, TYPE 1G; CSNB1G]"
FBgn0050054,CG30054,HGNC:4383,OMIM:139314,GNA15,6,,
